,title,rating,content,sentence_length
4389,2 thumbs up.,5,This is the best toothbrush I have used thus far.,10
4390,I love that the power lasts all week and that it's ...,5,This toothbrush gets the most important things right. I love that the power lasts all week and that it's not bulky. I am very pleased with this purchase.,28
4391,Awesome,5,Felt like I just left the dentist office.,8
4392,Don't waste your money,1,Garbage. Stopped working after only 2 months of use. Waste of money. Go with a different brand.,17
4393,Four Stars,4,She Loves it.,3
4394,Nice compact size for traveling,3,"Works well, though it doesn't indicate when it needs a charge. Nice compact size for traveling.",16
4395,Seems to do a very good job.,5,Much more powerful than our last electric tooth brush. Seems to do a very good job.,16
4396,Five Stars,5,so much more powerful than my old one. Shipped quickly which was important since the other one died.,18
4397,* love this toothbrush,5,My gums and teeth feel healthy.,6
4398,Love it,5,Love it!!! Great value for your money,7
4399,Works good,5,Does the job,3
4400,Works great,5,Works great,2
4401,Five Stars,5,This is my first electric brush and I notice a difference in how my gums feel!,16
4402,So glad my hygienist recommended purchasing an electric tooth,4,"I've noticed a difference in maintaining my dental cleaning. Always had a problem with plaque build up since using the oral-b no signs of build up.
So glad my hygienist recommended purchasing an electric tooth brush",36
4403,Love it my teeth feel and look cleaner. Like I could take it on short trip without packing charged,5,Nothing,1
4404,Five Stars,5,Surprisingly better than a manual tooth brush.,7
4405,Five Stars,5,Arrived on time. As advertised,5
4406,Too stiff,2,"bought it, but hard on the gums and teeth.",9
4407,great !,5,excellent ! great timer every 30 seconds. highly recommended !,10
4408,I love it!,5,A gift to myself. I love it!,7
4409,Five Stars,5,It’s like a massage for me teeth! They’ve never felt so clean and silky!!,14
4410,Four Stars,4,As described,2
4411,Great,5,"Priced well, easy to use, functions well and has a timer.",11
4412,Cleans extremely well.,5,Works great.,2
4413,Works good,5,My first electric toothbrush. Works good. Can't complain for the price.,11
4414,Went out already,1,This didn't last long before stopped charging,7
4415,Cleans well,5,Easy to use.,3
4416,Good for your health,5,Glad I bought it makes my mouth feel clean,9
4417,My shiny teeth and me,5,It does this random reverse spin every so often that for a quick second i think it breaks.,18
4418,Very powerful,5,"Love it, very powerful. Teeth feel great after using it.",10
4419,My teeth feel as though I just left the dentist!,5,Easy to use.,3
4420,"Super cleaner, but perhaps too aggressive.",3,"Thoroughly cleans teeth, but I’m afraid it’s so hard core that it might over brush the teeth and damage the enamel overtime.",22
4421,Five Stars,5,360 spin I love! The best I've invested in!,9
4422,make my mouth bleed,2,maybe i cannot qualify this product,6
4423,Ok,3,Ok,1
4424,This toothbrush honestly makes gums bleed- I’ve never had an ...,1,This toothbrush honestly makes gums bleed- I’ve never had an issue before and my friend bought the same toothbrush and it does the same thing to her,27
4425,It's works,5,It's works,2
4426,Great price for a great clean,5,So far so good. I’ve only had it for a little over a month and my dentist said she has already noticed a huge difference in the health of my teeth and gums.,33
4427,Excelente,5,Excelente,1
4428,Oral B is a good brand that I have used before,5,Oral B is a good brand that I have used before. My last one was about 5 years old.,19
4429,Could use a little more power.,4,Needs a 2nd speed.,4
4430,What my teeth have been missing.,5,Love my new toothbrush.,4
4431,Super powerful! Love!,5,Love it!,2
4432,Great Toothbrush but i'm missing the red indication light,4,in the older model it had a red light to indicate if you use too much pressure,17
4433,Five Stars,5,I would recommend this item.,5
4434,Cleabs my teeth good,5,Cleans my dirty mouth $@&%ing good,6
4435,As described,5,Good purchase,2
4436,Solid product.,5,"Solid product from oral -b.
Have used it for few months now and everything is working fine.",17
4437,Best basic,5,Radiant smiles are here to stay.,6
4438,mine did not work and amazon did not refund me because I have used it once!,1,its not working i swear i'm not a negative reviewer but this truly does not work.,16
4439,Brush good,5,Great brush and stays charged for a long time.,9
4440,Value for money,4,Value for money,3
4441,we love it,5,"Wife loves it, i have not tried it.",8
4442,Three Stars,3,I've had better. This one seems bulky. And the motor in it sometimes skips a beat.,16
4443,Cleans Your Teeth,5,Does what it says. Battery lasts a longtime without having to be plugged in 24/7.,15
4444,Does a wonderful job!,5,Does a wonderful job,4
4445,Love it. Works great,5,Love it. Works great. Good product,6
4446,Works great. My first electric toothbrush and was recommended by ...,4,Works great. My first electric toothbrush and was recommended by my dentist. Only thing I would change is pososibly the charging until. It doesn’t always want to sit flat on the counter and the cord length could be longer.,39
4447,Does not charge,1,"When I put the toothbrush on to the base, it does not always charge. It is very quirky and if I lean the toothbrush just right, it will charge. I will return.",32
4448,Electric toothbrush,2,Keeps going in and out when brushing.,7
4449,Great,5,Cleans teeth to almost dentist quality,6
4450,Lasted less than a year :(,1,Was initially very excited about this product based on its reviews. Bought less than a year ago and it has stopped working. Very disappointed at the quality of this product.,30
4451,Good deal on the reliable oral b,5,Like that it was black,5
4452,Great tooth brush,5,"It great,",2
4453,shuts off,1,toothbrush shuts off intermittently during brushing,6
4454,Life changing.,5,This damn toothbrush changed my life. I don't think I could ever go back to a manual brush. My teeth feel so clean after using this.,26
4455,Five Stars,5,charges really quickly and works great,6
4456,"No, No",2,Not for me. Was painful to use. Returned it,9
4457,Four Stars,4,As described,2
4458,Recommend,5,At first toothbrush wouldn’t charge it was tight fit on charger station. At first left on charger station it was broken only be patient it works.,26
4459,"Like it, works great",5,"Like it , works great.",5
4460,Five Stars,5,Works great,2
4461,Love,5,Love this toothbrush! I normally do whiten stripes but after switching to this toothbrush I haven’t had to use the whiten stripes at all. Highly recommend!,26
4462,Five Stars,5,Love the 30 second timer to help me change direction!,10
4463,"Very happy, does the job",5,"Very happy, does the job. Got a thumbs up from my dentist at my last check up.",17
4464,VERY effective,5,Really cleans your teeth like the dental hygienist!,8
4465,Five Stars,5,Love it! Best toothbrush I've used so far!,8
4466,Loud brush and poor cleaning,1,"Brush was super loud, didn't clean too well, and pinched my inner lip over time.",15
4467,my doctor thinks it the best and i agree,5,ease of use,3
4468,Five Stars,5,I love this toothbrush! my teeth feel so clean after.,10
4469,Five Stars,5,Use it everyday. Works graat.,5
4470,Five Stars,5,Work great,2
4471,As Advertised,5,Similar to Facebook the one I've used for years and recommended by my hygienist!,14
4472,infinitely better than their Model 500,5,Overall: outstanding! Excellent power and long batter life.,8
4473,Four Stars,4,Strong and long lasting battery.,5
4474,Five Stars,5,Can't go wrong with Oral-B. The issue is always price. This price was right.,14
4475,Awesome brush,5,A great electric toothbrush that goes above and beyond!,9
4476,Five Stars,5,I use it every day and works well also holds a the charge for more than 7 days,18
4477,works well,5,I like it,3
4478,Beats Sonicare,5,I prefer the cleaning ability to the Sonicare brush it replaced,11
4479,Best toothbrush,5,Deep cleaning toothbrush,3
4480,Try something else!,1,Can’t even make it through a full cleaning without the battery dying. Had it for a week and already angry I spent the money. Battery won’t hold a charge.,29
4481,Four Stars,4,"Great price, great brush.",4
4482,Rugged feeling which is good.,4,slow action but works well. Rugged feeling which is good.,10
4483,Five Stars,5,Recommended by my dentist. Works great.,6
4484,"Works great, exactly what I wanted",5,"Works great,exactly what I wanted.",5
4485,Four Stars,4,Great toothbrush!,2
4486,Two Stars,2,Timer doesn’t work. I don’t hear any beeps at all.,10
4487,Great toothbrush!,5,I love this toothbrush. It's like I return from the dentist each time!,13
4488,Five Stars,5,It's my very first and I'm very happy with it.,10
